../index.html,< Main Menu
https://frharmsen.github.io/computer/apps/games/DealOrNoDeal/index.html,Deal Or No Deal
https://frharmsen.github.io/computer/apps/games/PegSolitaire/PegSolitaire.html,Peg Solitaire
https://frharmsen.github.io/computer/apps/games/VideoPoker/index.html,VideoPoker
